# scene=bounce-circle krb=on dt=0.0166667 seconds=28800 sample_every=600 e0=340
t_s,ke,pe,e_total,e_over_e0,peak_height
14020,205.877,198.338,404.215,1.18887,0.495844
14030,194.204,76.6754,270.88,0.796704,0.191689
14040,85.0364,295.005,380.041,1.11777,0.737512
14050,363.394,-116.69,246.705,0.725602,-0.291724
14060,24.2154,335.548,359.763,1.05813,0.838869
14070,545.84,-319.412,226.428,0.665965,-0.79853
14080,0.0429156,335.541,335.584,0.987012,0.838853
14090,565.371,-116.724,448.647,1.31955,-0.291811
14100,20.3094,295.002,315.312,0.927387,0.737506
14110,347.77,76.694,424.464,1.24842,0.191735
14120,92.8494,198.278,291.127,0.856256,0.495694
14130,205.923,198.272,404.195,1.18881,0.49568
14140,194.159,76.7012,270.86,0.796648,0.191753
14150,85.0065,295,380.007,1.11767,0.7375
14160,363.456,-116.786,246.67,0.7255,-0.291965
14170,24.2313,335.512,359.744,1.05807,0.838781
14180,545.764,-319.356,226.409,0.665908,-0.798389
14190,0.0435888,335.506,335.55,0.98691,0.838765
14200,565.448,-116.821,448.627,1.31949,-0.292052
14210,20.2948,294.997,315.292,0.92733,0.737494
14220,347.709,76.7198,424.429,1.24832,0.191799
14230,92.8806,198.212,291.092,0.856154,0.49553
14240,205.97,198.206,404.176,1.18875,0.495515
14250,194.114,76.7269,270.841,0.796591,0.191817
14260,84.9767,294.995,379.972,1.11756,0.737488
14270,363.518,-116.882,246.635,0.725398,-0.292205
14280,24.2472,335.477,359.724,1.05801,0.838693
14290,545.689,-319.299,226.389,0.665851,-0.798248
14300,0.0442672,335.471,335.515,0.986809,0.838677
14310,565.525,-116.917,448.608,1.31944,-0.292293
14320,20.2802,294.993,315.273,0.927273,0.737482
14330,347.649,76.7455,424.394,1.24822,0.191864
14340,92.9118,198.146,291.058,0.856052,0.495365
14350,206.016,198.14,404.157,1.1887,0.495351
14360,194.069,76.7527,270.821,0.796534,0.191882
14370,84.9469,294.99,379.937,1.11746,0.737476
14380,363.579,-116.978,246.601,0.725296,-0.292446
14390,24.2632,335.442,359.705,1.05796,0.838605
14400,545.613,-319.243,226.37,0.665794,-0.798108
14410,0.0449509,335.435,335.48,0.986707,0.838588
14420,565.602,-117.013,448.589,1.31938,-0.292534
14430,20.2656,294.988,315.254,0.927216,0.73747
14440,347.588,76.7713,424.36,1.24812,0.191928
14450,92.943,198.08,291.023,0.855951,0.4952
14460,206.063,198.074,404.137,1.18864,0.495186
14470,194.024,76.7784,270.802,0.796477,0.191946
14480,84.917,294.986,379.903,1.11736,0.737464
14490,363.641,-117.075,246.566,0.725195,-0.292687
14500,24.2791,335.407,359.686,1.0579,0.838516
14510,545.537,-319.187,226.351,0.665737,-0.797967
14520,0.0456397,335.4,335.446,0.986605,0.8385
14530,565.679,-117.11,448.569,1.31932,-0.292774
14540,20.2511,294.983,315.234,0.92716,0.737458
14550,347.528,76.797,424.325,1.24802,0.191993
14560,92.9742,198.014,290.989,0.855849,0.495036
14570,206.109,198.009,404.118,1.18858,0.495021
14580,193.979,76.8042,270.783,0.79642,0.19201
14590,84.8872,294.981,379.868,1.11726,0.737452
14600,363.703,-117.171,246.532,0.725093,-0.292928
14610,24.2951,335.371,359.666,1.05784,0.838428
14620,545.462,-319.131,226.331,0.66568,-0.797826
14630,0.0463339,335.365,335.411,0.986503,0.838412
14640,565.756,-117.206,448.55,1.31926,-0.293015
14650,20.2365,294.978,315.215,0.927103,0.737446
14660,347.468,76.8228,424.291,1.24791,0.192057
14670,93.0054,197.949,290.954,0.855747,0.494871
14680,206.156,197.943,404.099,1.18853,0.494857
14690,193.934,76.8299,270.763,0.796363,0.192075
14700,84.8574,294.976,379.833,1.11716,0.73744
14710,363.764,-117.267,246.497,0.724991,-0.293169
14720,24.311,335.336,359.647,1.05779,0.83834
14730,545.386,-319.074,226.312,0.665623,-0.797686
14740,0.0470332,335.329,335.377,0.986402,0.838324
14750,565.833,-117.302,448.531,1.31921,-0.293256
14760,20.2219,294.974,315.196,0.927046,0.737434
14770,347.407,76.8485,424.256,1.24781,0.192121
14780,93.0366,197.883,290.919,0.855645,0.494707
14790,206.202,197.877,404.079,1.18847,0.494692
14800,193.888,76.8557,270.744,0.796306,0.192139
14810,84.8276,294.971,379.799,1.11706,0.737428
14820,363.826,-117.364,246.462,0.72489,-0.293409
14830,24.327,335.301,359.628,1.05773,0.838252
14840,545.311,-319.018,226.293,0.665566,-0.797545
14850,0.0477379,335.294,335.342,0.9863,0.838236
14860,565.91,-117.399,448.511,1.31915,-0.293497
14870,20.2074,294.969,315.176,0.926989,0.737422
14880,347.347,76.8743,424.221,1.24771,0.192186
14890,93.0679,197.817,290.885,0.855544,0.494542
14900,206.249,197.811,404.06,1.18841,0.494528
14910,193.843,76.8814,270.725,0.79625,0.192204
14920,84.7978,294.967,379.764,1.11695,0.737416
14930,363.888,-117.46,246.428,0.724788,-0.29365
14940,24.343,335.265,359.608,1.05767,0.838164
14950,545.235,-318.962,226.273,0.66551,-0.797404
14960,0.0484477,335.259,335.307,0.986198,0.838147
14970,565.987,-117.495,448.492,1.31909,-0.293738
14980,20.1928,294.964,315.157,0.926932,0.73741
14990,347.287,76.9,424.187,1.24761,0.19225
15000,93.0991,197.751,290.85,0.855442,0.494378
15010,206.295,197.745,404.041,1.18835,0.494363
15020,193.798,76.9072,270.706,0.796193,0.192268
15030,84.768,294.962,379.73,1.11685,0.737405
15040,363.95,-117.556,246.393,0.724686,-0.293891
15050,24.3589,335.23,359.589,1.05761,0.838075
15060,545.159,-318.905,226.254,0.665453,-0.797264
15070,0.0491628,335.224,335.273,0.986097,0.838059
15080,566.064,-117.591,448.473,1.31904,-0.293978
15090,20.1783,294.959,315.138,0.926875,0.737398
15100,347.226,76.9258,424.152,1.24751,0.192314
15110,93.1303,197.685,290.816,0.85534,0.494213
