# scene=cradle krb=on dt=0.0166667 seconds=600 sample_every=60 e0=13.2716
t_s,ke,pe,e_total,e_over_e0,peak_height
115,13.2104,-0.223318,12.9871,0.978557,0.0275524
116,0.1427,12.6114,12.7541,0.961007,1.34238
117,13.2636,-0.639106,12.6245,0.951236,-0.0121777
118,0.128301,12.6858,12.8141,0.965524,1.34754
119,12.957,-0.327283,12.6297,0.95163,0.0167651
120,0.693924,12.1332,12.8271,0.966508,1.29417
121,11.9727,0.595507,12.5682,0.946999,0.112257
122,2.03029,10.8406,12.8709,0.969807,1.16744
123,10.2353,2.36451,12.5998,0.949377,0.291234
124,3.74297,9.24582,12.9888,0.978688,0.995009
125,8.22414,4.40258,12.6267,0.951406,0.496651
126,5.57813,7.39966,12.9778,0.977859,0.808266
127,6.24699,6.36065,12.6076,0.949969,0.702482
128,7.65737,5.3191,12.9765,0.97776,0.593966
129,4.2447,8.38144,12.6261,0.951363,0.906849
130,9.95292,3.07166,13.0246,0.981385,0.362261
131,2.31827,10.3327,12.651,0.953232,1.10853
132,11.7638,1.285,13.0488,0.983208,0.177699
133,0.993025,11.7278,12.7208,0.958498,1.25036
134,12.9213,0.0476366,12.969,0.977193,0.0558994
135,0.268763,12.4968,12.7656,0.961872,1.3287
136,13.4927,-0.578247,12.9144,0.973084,-0.00777268
137,0.07868,12.7356,12.8143,0.965542,1.35239
138,13.1071,-0.506626,12.6005,0.949429,-0.00185966
139,0.613838,12.2555,12.8694,0.969689,1.30646
140,12.1733,0.451316,12.6247,0.95125,0.0941098
141,1.72084,11.2149,12.9357,0.974691,1.20087
142,10.6644,1.98843,12.6528,0.953372,0.248253
143,3.11612,9.83579,12.9519,0.975909,1.05603
144,8.89273,3.67375,12.5665,0.946867,0.429482
145,5.00136,7.93228,12.9336,0.974532,0.865001
146,6.83675,5.761,12.5977,0.949223,0.639394
147,7.35015,5.68921,13.0394,0.982498,0.629394
148,4.56279,8.04261,12.6054,0.9498,0.874417
149,9.51113,3.50387,13.015,0.980663,0.407684
150,2.6996,10.0017,12.7013,0.957024,1.07262
151,11.2326,1.80253,13.0351,0.982177,0.231779
152,1.35323,11.3637,12.7169,0.958201,1.21324
153,12.6175,0.345876,12.9633,0.976769,0.0856856
154,0.433169,12.293,12.7262,0.958899,1.31049
155,13.4823,-0.471826,13.0104,0.980319,-0.00402117
156,0.093797,12.7005,12.7943,0.96403,1.35216
157,13.1707,-0.518269,12.6524,0.953345,-0.00604606
158,0.436032,12.4184,12.8544,0.968562,1.32408
159,12.4518,0.167715,12.6196,0.950866,0.0667428
160,1.27341,11.5994,12.8728,0.969946,1.24082
161,11.2028,1.46093,12.6638,0.954197,0.194471
162,2.64977,10.2943,12.9441,0.975318,1.10246
163,9.4393,3.13738,12.5767,0.947636,0.371971
164,4.72123,8.26615,12.9874,0.978582,0.898228
165,7.17183,5.42206,12.5939,0.948932,0.604997
166,6.86818,6.1991,13.0673,0.984603,0.681614
167,5.03964,7.62057,12.6602,0.95393,0.828453
168,8.84085,4.19536,13.0362,0.98226,0.476426
169,3.24362,9.40934,12.653,0.953384,1.0147
170,10.738,2.29406,13.0321,0.98195,0.280872
171,1.71207,10.9863,12.6983,0.956802,1.17458
172,12.4512,0.591095,13.0423,0.982719,0.104266
173,0.562616,12.2063,12.769,0.962123,1.29923
174,13.3971,-0.375691,13.0214,0.981147,0.00631547
175,0.116525,12.7044,12.8209,0.966041,1.35211
176,13.2522,-0.558102,12.6941,0.956485,-0.0102146
177,0.255383,12.5949,12.8503,0.968253,1.34089
178,12.7631,-0.0798196,12.6832,0.955665,0.0371807
179,0.975969,11.9115,12.8875,0.971056,1.27028
180,11.6103,1.00417,12.6145,0.950485,0.151813
181,2.46568,10.5237,12.9893,0.978729,1.12632
182,9.73941,2.91495,12.6544,0.953488,0.343353
183,4.28056,8.74388,13.0244,0.981374,0.944191
184,7.67216,4.94859,12.6207,0.950956,0.556833
185,6.17318,6.83879,13.012,0.980435,0.749112
186,5.69016,6.9481,12.6383,0.952276,0.761431
187,8.24848,4.77454,13.023,0.981267,0.536553
188,3.74973,8.93475,12.6845,0.955759,0.961752
189,10.4876,2.53921,13.0268,0.981553,0.307664
190,1.93461,10.7784,12.713,0.957908,1.15297
191,12.1756,0.866432,13.0421,0.982702,0.134907
192,0.75508,11.9997,12.7548,0.961056,1.27998
193,13.1737,-0.167397,13.0063,0.980005,0.0297328
194,0.18124,12.6098,12.791,0.963788,1.34325
195,13.2785,-0.571104,12.7074,0.957485,-0.0103681
196,0.238489,12.6314,12.8699,0.969727,1.3443
197,12.8469,-0.15695,12.6899,0.956168,0.0273347
198,0.972553,12.0073,12.9798,0.978012,1.27981
199,11.7444,0.944261,12.6887,0.956076,0.14016
200,2.10516,10.8801,12.9852,0.978421,1.16401
201,10.1943,2.43802,12.6324,0.951832,0.298806
202,3.68238,9.30417,12.9865,0.978519,1.00014
203,8.27713,4.36494,12.6421,0.952563,0.493358
204,5.93441,7.11099,13.0454,0.982953,0.777128
205,5.96081,6.69952,12.6603,0.953939,0.733073
206,8.15004,4.93293,13.083,0.985783,0.552251
207,3.89922,8.77318,12.6724,0.954848,0.949417
208,10.0433,2.98145,13.0247,0.981394,0.355878
209,2.28824,10.4179,12.7061,0.95739,1.11785
210,11.7364,1.3201,13.0565,0.98379,0.177396
211,1.02539,11.7415,12.7669,0.961967,1.24988
212,13.0828,-0.0663765,13.0164,0.98077,0.0390328
213,0.248696,12.5376,12.7863,0.963427,1.33743
214,13.2552,-0.573469,12.6817,0.955552,-0.0107279
215,0.175091,12.7042,12.8793,0.970437,1.35126
216,13.0194,-0.315575,12.7038,0.957216,0.0123043
217,0.851233,12.1264,12.9776,0.977848,1.29303
218,11.9509,0.729815,12.6807,0.955476,0.12082
219,2.10957,10.9408,13.0504,0.983329,1.16925
220,10.2692,2.44653,12.7157,0.958111,0.292333
221,3.9315,9.11045,13.042,0.982693,0.984998
222,8.13681,4.58282,12.7196,0.958407,0.512
223,6.0883,7.07609,13.1644,0.991919,0.766893
224,5.895,6.88513,12.7801,0.962965,0.748478
225,8.39063,4.79718,13.1878,0.993684,0.531597
226,3.7717,9.01324,12.7849,0.963328,0.972154
227,10.5427,2.66343,13.2061,0.995061,0.310346
228,2.02622,10.8063,12.8325,0.966915,1.15672
229,12.2845,0.909461,13.1939,0.994145,0.12975
230,0.819992,12.1049,12.9249,0.97387,1.28946
231,13.368,-0.15475,13.2133,0.995602,0.0158836
232,0.269987,12.7102,12.9802,0.978037,1.35327
233,13.3148,-0.441307,12.8735,0.969998,-0.00679469
234,0.42224,12.6212,13.0434,0.982802,1.34528
235,12.7958,0.0431751,12.8389,0.967398,0.0395273
236,1.30508,11.8512,13.1563,0.99131,1.26426
237,11.516,1.35517,12.8711,0.969822,0.170529
238,2.76815,10.5151,13.2832,1.00087,1.11973
239,9.65698,3.24767,12.9047,0.972348,0.364678
240,4.71694,8.60399,13.3209,1.00371,0.920481
241,7.4745,5.43393,12.9084,0.972633,0.595012
242,6.96438,6.41534,13.3797,1.00814,0.691445
243,5.24638,7.73828,12.9847,0.978377,0.833517
244,9.26501,4.12382,13.3888,1.00883,0.455478
245,3.23438,9.82915,13.0635,0.984319,1.05195
246,11.3449,2.17478,13.5197,1.01869,0.244515
247,1.65367,11.469,13.1226,0.988773,1.22525
248,12.9275,0.59864,13.5261,1.01918,0.0805311
249,0.662305,12.5416,13.2039,0.994897,1.33824
250,13.3891,-0.242052,13.1471,0.990615,-0.0022893
251,0.354014,12.977,13.331,1.00448,1.3813
252,13.435,-0.248508,13.1865,0.993588,-0.00265384
253,0.800951,12.7017,13.5026,1.0174,1.3501
254,12.6368,0.590796,13.2276,0.996683,0.0823429
255,1.89618,11.6862,13.5824,1.02342,1.24314
256,11.1048,2.18595,13.2908,1.00144,0.245367
257,3.58814,10.0884,13.6766,1.03051,1.07407
258,9.06335,4.25556,13.3189,1.00356,0.464458
259,5.72274,8.06694,13.7897,1.03903,0.859254
260,6.7879,6.5661,13.354,1.00621,0.70718
261,8.0851,5.73368,13.8188,1.04123,0.617072
262,4.56489,8.85411,13.419,1.0111,0.949708
263,10.4087,3.49795,13.9067,1.04785,0.380628
264,2.65298,10.8836,13.5365,1.01996,1.16153
265,12.3972,1.57348,13.9707,1.05267,0.178122
266,1.25484,12.3957,13.6505,1.02855,1.3182
267,13.775,0.220959,13.996,1.05458,0.0389754
268,0.508229,13.2661,13.7743,1.03788,1.4076
269,13.9194,-0.305154,13.6142,1.02581,-0.00153041
270,0.486851,13.3901,13.877,1.04561,1.421
271,13.5951,0.050271,13.6454,1.02816,0.0225188
272,1.22968,12.7731,14.0028,1.05509,1.3556
273,12.4226,1.29083,13.7134,1.03329,0.151467
274,2.64311,11.4614,14.1045,1.06275,1.21812
275,10.5717,3.188,13.7597,1.03677,0.349256
276,4.60225,9.60075,14.203,1.07018,1.02133
277,8.31253,5.47134,13.7839,1.0386,0.592745
278,6.95734,7.25576,14.2131,1.07094,0.780697
279,5.92198,7.92231,13.8443,1.04315,0.850259
280,9.40319,4.9268,14.33,1.07975,0.5293
281,3.74181,10.1489,13.8907,1.04664,1.08494
282,11.6952,2.6441,14.3393,1.08045,0.294604
283,1.96475,12.0417,14.0065,1.05537,1.28111
284,13.5107,0.870171,14.3809,1.08358,0.10843
285,0.810268,13.2584,14.0686,1.06005,1.41058
286,14.517,-0.137448,14.3795,1.08348,0.00234306
287,0.375542,13.8262,14.2017,1.07008,1.46636
288,14.2777,-0.235386,14.0423,1.05807,-0.00289559
289,0.731301,13.5586,14.2899,1.07673,1.43898
290,13.4869,0.547091,14.034,1.05744,0.0771996
291,1.80178,12.5474,14.3492,1.08119,1.3339
292,11.8888,2.15379,14.0425,1.05809,0.244823
293,3.53408,10.9258,14.4599,1.08953,1.16014
294,9.7103,4.33544,14.0457,1.05833,0.474931
295,5.77136,8.72482,14.4962,1.09227,0.931082
296,7.26638,6.81687,14.0832,1.06115,0.733634
297,8.26295,6.28973,14.5527,1.09653,0.675368
298,4.86711,9.24291,14.11,1.06317,0.98934
299,10.7318,3.83191,14.5637,1.09736,0.420957
300,2.7948,11.38,14.1748,1.06805,1.21176
301,12.8544,1.72357,14.578,1.09843,0.201571
302,1.26868,12.9413,14.21,1.0707,1.37608
303,14.3347,0.221492,14.5562,1.09679,0.0475074
304,0.433316,13.8561,14.2894,1.07669,1.47096
305,14.5464,-0.384252,14.1621,1.0671,-0.00488973
