# scene=cradle krb=on dt=0.0166667 seconds=600 sample_every=60 e0=13.2716 velocity_iterations=8 position_iterations=3
t_s,ke,pe,e_total,e_over_e0,peak_height
223,5.41659,7.60268,13.0193,0.980985,0.827118
224,6.49244,6.2648,12.7572,0.96124,0.684579
225,7.5305,5.48785,13.0184,0.980915,0.612988
226,4.43371,8.23469,12.6684,0.954547,0.894728
227,9.82532,3.2265,13.0518,0.983437,0.376629
228,2.49511,10.1942,12.6893,0.956121,1.09795
229,11.6773,1.38819,13.0655,0.984465,0.187433
230,1.12811,11.6504,12.7785,0.962846,1.24529
231,13.0365,0.089606,13.1261,0.989032,0.0488566
232,0.319884,12.533,12.8529,0.968446,1.33577
233,13.269,-0.550657,12.7184,0.958312,-0.00958848
234,0.209111,12.6736,12.8827,0.970694,1.3539
235,13.0626,-0.316243,12.7463,0.960419,0.0096252
236,0.647601,12.2826,12.9302,0.974271,1.31134
237,12.2293,0.527861,12.7571,0.961232,0.0927604
238,1.67145,11.3237,12.9951,0.979163,1.20806
239,10.7638,1.94054,12.7043,0.957251,0.239867
240,3.43732,9.62604,13.0634,0.984306,1.03407
241,8.68021,3.97972,12.6599,0.953909,0.456705
242,5.44477,7.65249,13.0973,0.986861,0.830799
243,6.52799,6.18513,12.7131,0.957917,0.680283
244,7.75435,5.36035,13.1147,0.988175,0.594879
245,4.3244,8.42804,12.7524,0.960879,0.911777
246,9.95928,3.25409,13.2134,0.995609,0.370401
247,2.46741,10.3236,12.791,0.963785,1.10935
248,11.5671,1.55455,13.1216,0.988698,0.198622
249,1.2452,11.6448,12.89,0.971245,1.24184
250,12.8734,0.24122,13.1146,0.988166,0.06197
251,0.403486,12.439,12.8424,0.967661,1.32822
252,13.2298,-0.489992,12.7398,0.959926,-0.00739169
253,0.206577,12.7041,12.9107,0.972804,1.35575
254,13.1164,-0.383191,12.7332,0.959429,0.00129008
255,0.702277,12.342,13.0443,0.982869,1.31397
256,12.2537,0.52651,12.7802,0.962972,0.0926416
257,1.88434,11.2218,13.1062,0.987531,1.19892
258,10.6418,2.15166,12.7935,0.963972,0.256754
259,3.5783,9.56098,13.1393,0.990027,1.0274
260,8.6097,4.1436,12.7533,0.960944,0.467332
261,5.31804,7.80682,13.1249,0.98894,0.843909
262,6.68626,6.12242,12.8087,0.965116,0.670985
263,7.41546,5.75138,13.1668,0.992104,0.630159
264,4.65085,8.14541,12.7963,0.964181,0.879631
265,9.72472,3.45184,13.1766,0.992836,0.393143
266,2.66123,10.1364,12.7976,0.964282,1.08839
267,11.6005,1.5616,13.1621,0.99175,0.199352
268,1.26552,11.6162,12.8817,0.97062,1.24078
269,13.0016,0.230978,13.2326,0.997059,0.0545617
270,0.419542,12.5252,12.9448,0.97537,1.33471
271,13.2812,-0.405229,12.876,0.970188,-0.00633073
272,0.2678,12.7343,13.0021,0.979688,1.35873
273,13.1232,-0.287051,12.8362,0.967189,0.004462
274,0.863612,12.2583,13.1219,0.988715,1.30664
275,12.1462,0.692794,12.839,0.9674,0.105001
276,2.07024,11.11,13.1802,0.993114,1.18972
277,10.5111,2.37842,12.8896,0.971211,0.276769
278,3.83136,9.43028,13.2616,0.999247,1.01107
279,8.43195,4.47072,12.9027,0.972199,0.493595
280,5.9769,7.30114,13.278,1.00048,0.791524
281,6.18888,6.74086,12.9297,0.974238,0.731841
282,8.28428,5.10321,13.3875,1.00873,0.555045
283,4.05456,8.97776,13.0323,0.981967,0.960261
284,10.4908,2.94346,13.4342,1.01225,0.329399
285,2.26557,10.8634,13.1289,0.989248,1.15629
286,12.3101,1.21607,13.5262,1.01918,0.144056
287,1.00892,12.146,13.1549,0.991203,1.29698
288,13.5029,0.0313617,13.5343,1.01979,0.022781
289,0.400806,12.8798,13.2806,1.00068,1.37119
290,13.5079,-0.34805,13.1598,0.991577,-0.0045414
291,0.501495,12.8835,13.385,1.00854,1.37062
292,13.0659,0.12264,13.1886,0.993741,0.0338641
293,1.33416,12.185,13.5191,1.01865,1.29697
294,11.8345,1.38428,13.2188,0.996018,0.165758
295,2.78344,10.8363,13.6197,1.02623,1.15363
296,9.98456,3.31379,13.2984,1.00201,0.364281
297,4.76187,8.97187,13.7337,1.03482,0.954887
298,7.77829,5.56405,13.3423,1.00533,0.600325
299,7.0554,6.73887,13.7943,1.03938,0.722125
300,5.50372,7.899,13.4027,1.00988,0.847922
301,9.4315,4.45277,13.8843,1.04616,0.481084
302,3.43239,10.0666,13.499,1.01713,1.07485
303,11.5982,2.34947,13.9477,1.05094,0.259148
304,1.79404,11.8071,13.6011,1.02482,1.25678
305,13.2724,0.735788,14.0082,1.0555,0.0894952
306,0.754406,12.9523,13.7067,1.03278,1.37784
307,13.7839,-0.1523,13.6316,1.02712,-0.00194883
308,0.414208,13.3874,13.8016,1.03993,1.42516
309,13.8507,-0.209631,13.6411,1.02784,-0.00290704
310,0.864468,13.1235,13.988,1.05398,1.39363
311,13.0379,0.669035,13.7069,1.0328,0.0859293
312,1.96073,12.1205,14.0812,1.061,1.28643
313,11.4448,2.35025,13.7951,1.03944,0.257624
314,3.69393,10.4715,14.1655,1.06735,1.11398
315,9.33276,4.49059,13.8233,1.04157,0.48368
316,5.90323,8.36877,14.272,1.07538,0.888532
317,6.96606,6.92202,13.8881,1.04645,0.739094
318,8.34661,5.97751,14.3241,1.0793,0.638658
319,4.6619,9.28515,13.947,1.05089,0.988284
320,10.7711,3.59258,14.3636,1.08228,0.392039
321,2.67998,11.3269,14.0069,1.0554,1.20588
322,12.8236,1.61394,14.4375,1.08785,0.183064
323,1.23974,12.8533,14.0931,1.06189,1.36582
324,14.2344,0.24082,14.4752,1.09069,0.039317
325,0.480977,13.6874,14.1684,1.06757,1.45439
326,14.3623,-0.289628,14.0727,1.06036,-0.00262403
327,0.22106,13.7745,13.9955,1.05454,1.46336
328,13.9662,-0.148526,13.8176,1.04114,0.0296625
329,0.446957,13.5515,13.9984,1.05476,1.4414
330,13.4368,0.318789,13.7556,1.03646,0.0895194
331,1.68787,12.2897,13.9776,1.05319,1.31071
332,11.546,2.09552,13.6415,1.02787,0.270278
333,3.45454,10.5576,14.0121,1.05579,1.13459
334,9.34707,4.30331,13.6504,1.02854,0.493344
335,5.78574,8.2996,14.0853,1.06131,0.900027
336,6.81426,6.84141,13.6557,1.02894,0.75472
337,8.28352,5.80223,14.0858,1.06134,0.647328
338,4.43256,9.25882,13.6914,1.03163,1.00007
339,10.7525,3.38572,14.1382,1.06529,0.399616
340,2.38215,11.3575,13.7397,1.03526,1.21307
341,12.8259,1.3045,14.1304,1.06471,0.187064
342,0.898198,12.8901,13.7883,1.03893,1.37024
343,14.2396,-0.120204,14.1194,1.06388,0.0423341
344,0.11096,13.7051,13.8161,1.04102,1.45681
345,14.3947,-0.676632,13.7181,1.03364,-0.0130394
346,0.0947112,13.8235,13.9182,1.04872,1.46465
347,13.9898,-0.273037,13.7168,1.03354,0.0268495
348,0.877433,13.0864,13.9638,1.05216,1.39352
349,12.7027,1.00566,13.7084,1.03291,0.156996
350,2.342,11.6788,14.0208,1.05645,1.24972
351,10.7228,3.00135,13.7241,1.03409,0.35772
352,4.39691,9.72137,14.1183,1.06379,1.0443
353,8.32926,5.36621,13.6955,1.03193,0.603973
354,6.8156,7.29086,14.1065,1.0629,0.802374
355,5.86303,7.8628,13.7258,1.03422,0.857937
356,9.3484,4.76031,14.1087,1.06307,0.543303
357,3.5437,10.1977,13.7414,1.03539,1.09698
358,11.6895,2.4482,14.1377,1.06526,0.306337
359,1.7,12.0892,13.7892,1.03899,1.28825
360,13.5277,0.641912,14.1696,1.06766,0.117735
361,0.486395,13.3518,13.8382,1.04269,1.41786
362,14.5981,-0.492937,14.1052,1.06281,0.00744343
363,0.0127088,13.9066,13.9193,1.0488,1.47215
364,14.3639,-0.620851,13.7431,1.03552,-0.00884485
365,0.319704,13.6064,13.9261,1.04932,1.44673
366,13.5747,0.139403,13.7141,1.03334,0.070291
367,1.40857,12.6258,14.0344,1.05747,1.34397
368,11.9666,1.76145,13.728,1.03439,0.232989
